id,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,quality
8562750320,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,good
2426039314,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,good
461000390,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,good
7589200193,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,good
7955080270,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,good
9547205180,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,good
9435300030,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,good
2768000400,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,good
7895500070,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,good
2078500320,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,good
5547700270,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,good
7766200013,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,good
7203220400,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,good
9270200160,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,good
1432701230,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,good
8035350320,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,good
8945200830,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,good
4178300310,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,good
9215400105,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,good
822039084,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,good
5245600105,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,good
7231300125,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,good
7518505990,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,good
3626039271,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,good
4217401195,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,good
9822700295,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,good
9478500640,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,good
2799800710,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,good
7922800400,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,good
8079040320,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,good
1516000055,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,good
9558200045,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,good
5072410070,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,good
9528102996,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,good
1189001180,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,good
3253500160,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,good
3394100030,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,good
3717000160,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,good
1274500060,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,good
1802000060,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,good
1525059190,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,good
1049000060,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,good
8820901275,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,good
5416510140,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,good
3444100400,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,good
3276920270,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,good
4036801170,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,good
2391600320,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,good
6300000287,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,good
1531000030,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,good
5104520400,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,good
7437100340,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,good
9418400240,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,good
1523059105,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,good
1133000671,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,good
4232902595,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,good
2599001200,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,good
3342103156,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,good
1332700270,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,good
3869900162,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,good
2791500270,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,good
5036300431,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,good
4168000060,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,good
6021501535,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,good
6021501535,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,good
1483300570,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,good
3422049190,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,good
1099611230,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,good
722079104,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,good
7338200240,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,good
1952200240,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,good
5200100125,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,good
7214720075,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,good
2450000295,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,good
6197800045,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,good
1328310370,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,good
546000875,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,good
3530510041,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,good
1853000400,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,good
3134100116,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,good
9545230140,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,good
3362400511,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,good
2525310310,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,good
6126500060,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,good
8961960160,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,good
3626039325,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,good
3362400431,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,good
4060000240,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,good
3454800060,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,good
1695900060,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,good
7278700070,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,good
6675500070,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,good
3626039187,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,good
3524049083,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,good
3275860240,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,good
4389200955,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,good
4058801670,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,good
8732020310,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,good
2331300505,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,good
7853210060,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,good
3668000070,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,good
9545240070,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,good
1243100136,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,good
8929000270,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,good
2767602356,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,good
921049315,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,good
3655000070,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,good
4027700812,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,good
3992700335,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,good
2767603505,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,good
4232901525,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,good
1777500060,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,good
1432900240,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,good
6140100875,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,good
6071600370,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,good
1526069017,9,3670,0,1994,0,98077,47.7421,-122.026,2840,87991,good
809001525,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,good
3224079105,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,good
8075400570,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,good
1994200024,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,good
3362900810,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,good
1324300398,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,good
537000445,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,good
7855801670,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,good
7920100045,7,700,0,1942,0,98115,47.679,-122.3,1010,5100,good
8960000030,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,good
6388930390,9,2500,1460,1996,0,98056,47.525,-122.172,2640,13675,good
8731900200,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,good
8029200135,7,1270,0,1916,2013,98022,47.2086,-121.996,1160,7198,good
1081200350,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,good
84000105,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,good
3756500060,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,good
7215720160,10,3400,0,2000,0,98075,47.6012,-122.023,3400,12601,good
3574800520,7,1160,750,1979,0,98034,47.7319,-122.224,1710,8152,good
2617300160,7,1010,1010,1975,0,98027,47.4582,-122.023,2110,36590,good
2558660270,7,1180,400,1976,0,98034,47.7209,-122.168,1640,7500,good
2009000370,5,700,640,1949,0,98198,47.408,-122.327,1830,9750,good
1836980160,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,good
3261020370,8,1610,1070,1979,0,98034,47.7028,-122.231,2480,8750,good
1755700060,7,1370,0,1964,0,98133,47.7458,-122.331,1770,7288,good
4330600435,7,1560,0,1954,0,98166,47.4776,-122.337,1070,7920,good
9542800700,7,1670,490,1978,0,98023,47.3026,-122.374,1930,7350,good
1999700045,7,1340,0,1955,0,98133,47.7658,-122.339,1480,7940,good
1762600070,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230,good
1687900520,8,2590,0,1980,0,98006,47.5619,-122.125,2260,8335,good
7234600798,8,820,300,2008,0,98122,47.6106,-122.31,1590,1795,good
3881900445,7,1320,650,1986,0,98144,47.5868,-122.308,1280,2150,good
2254502445,6,1220,0,1901,0,98122,47.6101,-122.307,1200,4800,good
5437810320,7,1320,630,1975,0,98022,47.1976,-121.999,1950,8941,good
9158100075,7,1060,290,1949,0,98177,47.7224,-122.358,1540,8280,good
3830630310,7,1670,0,1988,0,98030,47.3505,-122.179,1670,6183,good
8123100045,7,1680,700,1925,0,98126,47.5384,-122.376,1410,5375,good
3127200041,7,2440,0,1961,0,98034,47.7044,-122.2,2290,9600,good
6661200320,7,1050,0,1996,0,98038,47.3848,-122.039,1050,3417,good
11510310,9,2140,990,1993,0,98052,47.6993,-122.102,2260,9984,good
825059270,10,2090,2000,1986,0,98033,47.6627,-122.188,2540,10270,good
8731951370,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,good
1954440060,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744,good
2264500350,6,1330,0,1901,0,98103,47.65,-122.34,1330,4400,good
1115810060,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340,good
9477200200,7,1220,430,1977,0,98034,47.726,-122.191,1540,8400,good
1432600560,6,1190,0,1959,0,98058,47.4616,-122.184,1230,7980,good
2287000060,8,2140,0,1959,0,98040,47.5505,-122.219,2680,10083,good
3663500060,7,1420,760,1962,0,98133,47.7606,-122.336,1900,7818,good
3996900125,7,1060,0,1948,0,98155,47.7481,-122.3,1570,10228,good
7796450200,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001,good
7549802535,7,1130,840,1920,0,98108,47.5511,-122.312,1500,6480,good
3278600320,8,2150,0,2007,0,98126,47.5488,-122.372,1750,2385,good
2824079053,7,1910,0,1997,0,98024,47.5385,-121.911,2330,67268,good
1222069094,7,1350,0,1969,0,98038,47.4058,-121.994,1560,50965,good
3542300060,6,860,0,1943,0,98056,47.5093,-122.184,1300,9514,good
2222059065,8,1940,0,1994,0,98042,47.3777,-122.165,2030,10450,good
7551300060,7,1010,0,1952,0,98107,47.675,-122.394,1680,5000,good
100600550,7,900,400,1976,0,98023,47.3025,-122.37,1430,7500,good
3211100860,6,910,0,1962,0,98059,47.4787,-122.158,1400,8040,good
3456000310,9,1630,850,1966,0,98040,47.5378,-122.219,2770,10744,good
9526600140,8,2440,0,2010,0,98052,47.7073,-122.114,2750,4587,good
7465900060,7,1010,0,1915,0,98116,47.5733,-122.381,1290,5000,good
1222000055,6,900,0,1941,0,98166,47.4604,-122.339,1250,14280,good
6300000550,7,1600,700,1920,1994,98133,47.7067,-122.343,1560,1312,good
2310030510,8,1550,0,1993,0,98038,47.354,-122.047,1630,6397,good
1025049114,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,good
8677300550,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368,good
4014400292,9,2714,0,2005,0,98001,47.3185,-122.275,2590,18386,good
1102000196,8,1720,0,1978,0,98118,47.5458,-122.268,2130,8700,good
257000138,6,850,0,1923,0,98168,47.4889,-122.299,1100,14459,good
46100204,9,1870,1430,1957,1991,98040,47.5673,-122.21,3836,20953,good
1909600046,8,2250,0,2000,0,98146,47.5133,-122.379,1320,5390,good
1250202145,8,1950,1950,1947,0,98144,47.5884,-122.291,2580,5184,good
7611200125,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,good
5611500140,10,2760,0,1999,0,98075,47.5836,-122.026,3070,8127,good
7138000260,7,1350,400,1961,0,98198,47.398,-122.299,1900,10125,good
626059335,8,2330,0,1987,0,98011,47.7663,-122.215,1910,10055,good
1922059282,8,1780,440,1966,0,98030,47.3758,-122.217,2080,9583,good
705700390,7,2020,0,1994,0,98038,47.3828,-122.023,2020,8031,good
7454001200,7,1250,0,1942,0,98146,47.5123,-122.373,1280,7392,good
8682281200,8,1510,0,2005,0,98053,47.7076,-122.013,1640,6009,good
7972000200,7,1120,600,1978,0,98023,47.2922,-122.371,1510,9753,good
722059070,7,980,450,1961,0,98031,47.4075,-122.214,1960,13068,good
7202340400,7,1480,0,2004,0,98053,47.6794,-122.034,2250,4729,good
8096000060,7,1230,220,1915,1978,98166,47.4497,-122.375,2030,13193,good
2424000060,7,2280,0,1960,0,98059,47.5218,-122.164,2280,15347,good
9264902050,8,1780,1160,1978,0,98023,47.3103,-122.339,2120,8236,good
943100260,6,1000,0,1961,0,98024,47.5687,-121.899,1150,13702,good
3677400445,7,1620,860,1947,0,98108,47.5575,-122.303,2090,4800,good
1762600320,10,3760,0,1983,0,98033,47.6489,-122.183,3430,35096,good
4058000060,7,1640,580,1976,0,98010,47.3459,-121.95,2070,80100,good
7228500560,7,1670,300,1904,2005,98122,47.6136,-122.303,1510,4740,good
326069104,10,3530,300,1993,0,98077,47.7641,-122.023,2920,148539,good
5152100060,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988,good
3584000310,7,1430,0,1968,0,98003,47.3173,-122.319,1190,8640,good
8150100045,6,830,0,1940,0,98126,47.5308,-122.376,830,4960,good
1868901275,7,1430,0,1925,0,98115,47.6727,-122.299,1450,3750,good
6131600075,6,1300,0,1954,0,98002,47.3221,-122.216,1260,8316,good
9468200125,7,790,240,1918,0,98103,47.6779,-122.353,1390,3060,good
8029510030,9,2740,0,1990,0,98023,47.3076,-122.395,2570,10377,good
2025069065,9,1830,1820,2000,0,98074,47.6338,-122.072,3120,18841,good
7899800890,6,720,0,1954,0,98106,47.5218,-122.357,1150,2566,good
3021059276,7,2010,0,1976,0,98002,47.2785,-122.213,2010,7650,good
3797001895,6,770,790,1918,0,98103,47.6846,-122.345,1390,3000,good
3832710960,7,1240,570,1978,0,98032,47.3656,-122.278,1750,7209,good
1310430400,9,3360,0,2001,0,98058,47.4369,-122.111,3060,6567,good
1422300030,8,1510,0,1991,0,98045,47.4616,-121.711,1730,36224,good
1105000588,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331,good
3830630060,7,1730,0,1987,0,98030,47.3507,-122.178,1630,6458,good
5101404898,7,1420,0,1928,0,98115,47.6979,-122.32,1420,6816,good
7972601890,7,1180,1180,1955,0,98106,47.5278,-122.345,1910,7620,good
5127001620,7,1200,380,1974,0,98059,47.4756,-122.147,1550,10650,good
9407100800,7,1230,0,1979,0,98045,47.4437,-121.772,1380,10098,good
1873100060,8,2460,0,2006,0,98052,47.7048,-122.109,2990,5659,good
8722101360,8,1460,200,1911,0,98112,47.6362,-122.302,1660,4400,good
8644000060,7,1270,0,1960,0,98198,47.4207,-122.29,1600,8470,good
3325069129,10,1320,780,1979,0,98074,47.6154,-122.047,2380,33450,good
1400300055,5,770,0,1930,0,98144,47.5964,-122.299,1330,2580,good
2123039032,5,760,0,1936,0,98070,47.4683,-122.438,1230,14267,good
8078560140,7,1700,0,1988,0,98031,47.4045,-122.171,1950,7475,good
3438500192,7,1120,0,1954,0,98106,47.5544,-122.358,1130,6350,good
7974200510,7,1070,0,1937,0,98115,47.6802,-122.29,1320,4465,good
2557000400,8,1420,650,1979,0,98023,47.2988,-122.371,2070,8250,good
7960900060,11,4750,300,1982,2008,98004,47.6312,-122.223,3890,20060,good
4054500390,11,5310,0,1989,0,98077,47.7285,-122.042,4180,47443,good
6378500125,7,1040,0,1939,0,98133,47.7107,-122.352,1440,7530,good
1745100140,7,1700,0,1967,0,98003,47.3271,-122.323,1350,8164,good
2976800796,7,1300,0,1961,0,98178,47.5053,-122.255,1320,7619,good
4235400186,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225,good
4215100060,8,2653,0,2006,0,98031,47.4145,-122.166,2653,4927,good
9189700045,8,2290,0,1960,0,98058,47.4672,-122.165,1660,10530,good
1126049053,9,2850,970,2014,0,98028,47.7618,-122.261,1860,12136,good
2022069200,8,2210,0,1997,0,98038,47.3828,-122.071,2670,49385,good
9412900055,6,1240,1150,1908,0,98118,47.5362,-122.268,2020,6000,good
1722059235,7,1610,990,1969,0,98031,47.3954,-122.206,1720,11088,good
6874200960,6,860,0,1931,0,98178,47.5048,-122.272,1650,8775,good
7424700045,9,2630,1200,1905,1994,98122,47.6166,-122.287,3050,7556,good
7202360350,9,3500,0,2005,0,98053,47.6811,-122.025,3920,7864,good
5634500392,8,1740,680,1988,0,98028,47.7486,-122.23,2570,13300,good
1509500060,9,2720,0,1992,0,98030,47.3846,-122.169,2410,8100,good
7214810350,7,1850,650,1979,0,98072,47.7564,-122.144,2300,9750,good
6647200060,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320,good
9552700140,8,1450,1450,1985,0,98006,47.5461,-122.151,2310,10300,good
2200500350,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527,good
6113400046,7,1890,0,1968,0,98166,47.4281,-122.343,2410,15256,good
6619910140,8,1780,1170,1975,0,98034,47.7128,-122.223,2120,9600,good
1115450240,9,2160,0,1992,0,98001,47.3341,-122.255,2280,9937,good
6073240060,8,2270,1010,1986,0,98056,47.5399,-122.181,2320,11004,good
9297300045,8,1270,700,1929,0,98126,47.5717,-122.375,2390,4166,good
9510920070,10,3360,0,1994,0,98075,47.5951,-122.017,3150,11374,good
5468730030,7,1320,0,1993,0,98042,47.3536,-122.144,1740,7316,good
8079030390,8,2650,0,1990,0,98059,47.5084,-122.154,2400,7220,good
600000152,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592,good
1840000030,7,1090,500,1957,0,98188,47.4427,-122.274,1630,9052,good
3225069065,10,2600,1950,2002,0,98074,47.6053,-122.077,4550,19508,good
3260800030,8,2440,0,1998,0,98003,47.3494,-122.301,2510,7903,good
2747100024,7,970,970,1948,0,98117,47.6933,-122.393,2190,7310,good
5104530560,8,2040,0,2006,0,98038,47.3537,-122,2370,4590,good
4330600350,7,1120,1080,1964,0,98166,47.476,-122.337,1460,10139,good
5016001535,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000,good
7280300196,8,1400,400,1965,0,98177,47.7776,-122.384,1800,8275,good
8651520400,8,2180,0,1984,0,98074,47.6459,-122.058,2250,9781,good
7171200445,6,1010,0,1908,0,98105,47.6692,-122.297,1460,5000,good
3204800200,8,2220,1100,1960,0,98056,47.5376,-122.18,2720,8330,good
3416600800,8,1980,390,1928,0,98144,47.601,-122.294,2440,5750,good
7994700030,6,1660,0,1915,0,98065,47.529,-121.837,1660,78408,good
1860600135,10,3370,280,1921,0,98119,47.6345,-122.367,2880,5400,good
4139480200,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,good
4139480200,11,2690,1600,1997,0,98006,47.5503,-122.102,3860,11244,good
1328320800,8,1350,600,1979,0,98058,47.4441,-122.125,2150,7350,good
7771300125,8,1720,870,1948,0,98133,47.7357,-122.333,1570,8162,good
3422059208,8,1930,0,1988,0,98042,47.346,-122.157,2350,57500,good
9521101455,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864,good
4337000335,6,800,0,1943,0,98166,47.48,-122.336,1310,8775,good
325059286,9,3150,0,2013,0,98052,47.6759,-122.151,1560,8384,good
2597650240,8,2030,0,1984,0,98027,47.5162,-122.057,2660,17958,good
3353400435,7,1450,0,2003,0,98001,47.2639,-122.252,1520,9518,good
7972000240,7,1510,0,1969,0,98023,47.2929,-122.371,1510,9753,good
7520000520,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,good
7520000520,6,960,280,1922,1984,98146,47.4957,-122.352,1820,7460,good
3530210260,9,3030,0,1987,0,98077,47.7721,-122.093,3080,35781,good
1959700550,9,2050,0,1922,0,98102,47.644,-122.319,2320,5500,good
1665400045,7,1000,0,1952,0,98166,47.472,-122.344,1150,7600,good
9542850320,9,1590,780,1977,0,98005,47.592,-122.166,2500,10004,good
3179100060,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120,good
2946001550,7,2240,0,1955,0,98198,47.42,-122.323,1590,7955,good
8078490390,8,1810,0,1991,0,98022,47.1913,-122.012,1910,10450,good
9550201550,7,1070,0,1924,0,98103,47.6666,-122.331,1710,5000,good
191100045,9,2490,0,1968,0,98040,47.5639,-122.217,2770,9525,good
5009600070,7,1960,0,2003,0,98038,47.3483,-122.052,1800,5894,good
200350070,9,1860,1070,2004,0,98072,47.7648,-122.164,2580,11045,good
2877103726,7,1510,0,1911,0,98103,47.6794,-122.357,1820,3750,good
405100295,7,1420,0,1954,0,98133,47.7535,-122.354,1740,8000,good
4268200055,7,1740,0,1954,0,98178,47.4945,-122.22,880,78408,good
3126069068,7,2560,0,1962,0,98052,47.6945,-122.093,2560,14764,good
1115300070,9,2420,620,2010,0,98059,47.5222,-122.157,3470,8066,good
6414100671,8,1300,1200,1957,0,98125,47.7222,-122.32,1580,8691,good
7004200060,6,1275,0,1991,0,98070,47.3796,-122.49,1660,20000,good
7852110140,8,2580,0,2002,0,98065,47.5374,-121.875,2380,5823,good
3969300030,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,good
3969300030,6,1000,0,1943,0,98178,47.4897,-122.24,1020,7138,good
4048400070,6,1070,0,1930,0,98059,47.4716,-122.078,1360,32156,good
808000070,7,1390,0,1987,0,98030,47.3581,-122.173,1720,12080,good
7374200030,7,1250,1250,1973,0,98155,47.7713,-122.307,2040,8646,good
7325600160,4,560,0,1967,0,98014,47.675,-121.854,1300,19207,good
2757000030,9,2270,0,1965,0,98040,47.5603,-122.222,2610,10180,good
616000140,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400,good
3363900111,7,790,200,1907,0,98103,47.68,-122.353,1930,3120,good
9262800171,7,1050,500,1969,0,98001,47.3117,-122.27,1640,22654,good
6607000126,7,1100,1100,1955,0,98118,47.543,-122.28,1600,5766,good
5416510830,7,1910,0,2005,0,98038,47.3607,-122.034,2010,5091,good
2201500030,7,1750,0,1954,0,98006,47.5759,-122.137,1750,10530,good
325059171,7,1330,0,1928,1954,98033,47.6891,-122.159,1340,17689,good
952003285,9,1980,460,2000,0,98116,47.565,-122.381,1520,5750,good
3211290370,7,1640,0,1992,0,98053,47.6359,-121.974,1580,28399,good
1072010350,9,2760,0,1978,0,98059,47.4769,-122.141,2470,11340,good
8856950070,7,1820,0,1994,0,98038,47.3845,-122.029,1820,8168,good
925059078,8,1340,770,2013,0,98033,47.6743,-122.184,2040,9363,good
7855801090,8,1640,1400,1966,0,98006,47.5651,-122.164,2920,8800,good
723099065,7,1840,0,1994,0,98045,47.4853,-121.709,1380,44049,good
